               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.049725,            0.020256,           0.0032536,             0.96054,             0.96395,             0.97446,             0.53643,            0.035178,             0.01697,           0.0025591,           0.0023412,           0.0023412,            0.038841
                 159,            0.044052,            0.025064,           0.0037946,             0.77772,             0.93455,             0.88882,             0.44661,            0.041689,             0.01673,           0.0025297,            0.002323,            0.002323,            0.038423
                 160,            0.045574,            0.024461,           0.0041784,             0.98222,             0.96687,             0.98228,             0.55575,            0.035452,            0.016583,           0.0024832,           0.0023045,           0.0023045,            0.038005
                 161,            0.037598,            0.022248,           0.0026629,              0.9149,             0.96356,             0.96395,             0.51721,            0.037798,             0.01649,           0.0024316,           0.0022858,           0.0022858,            0.037586
                 162,            0.049525,            0.020648,           0.0038985,             0.83362,             0.86981,             0.89992,             0.39362,            0.047818,            0.016615,            0.002389,            0.002267,            0.002267,            0.037167
                 163,            0.050761,            0.021207,            0.002721,             0.93571,             0.92123,              0.9621,             0.47397,            0.041502,            0.016573,           0.0024037,           0.0022479,           0.0022479,            0.036748
                 164,            0.042398,              0.0247,           0.0038368,             0.96773,             0.97531,             0.98394,             0.56704,            0.034151,            0.016482,           0.0024177,           0.0022286,           0.0022286,            0.036329
                 165,            0.047519,            0.020474,           0.0031252,              0.9351,             0.93357,              0.9219,             0.35715,            0.047594,            0.016653,           0.0022949,           0.0022092,           0.0022092,            0.035909
                 166,            0.051968,            0.024871,           0.0035019,             0.85759,              0.9032,             0.91279,             0.44245,            0.039978,            0.016356,           0.0023253,           0.0021896,           0.0021896,             0.03549
                 167,            0.042729,            0.025083,            0.002826,              0.9447,             0.96316,             0.97587,             0.54765,            0.034268,            0.016161,           0.0023623,           0.0021698,           0.0021698,             0.03507
                 168,            0.049496,            0.021198,           0.0035087,             0.79419,             0.92012,             0.91262,             0.45984,            0.047172,            0.016658,           0.0024029,           0.0021499,           0.0021499,             0.03465
                 169,            0.046986,            0.019111,           0.0026939,             0.84733,             0.96321,             0.94495,             0.52378,            0.036261,            0.016471,           0.0023716,           0.0021298,           0.0021298,             0.03423
                 170,            0.041539,            0.029996,           0.0033129,             0.97486,              0.9757,             0.98995,             0.59189,             0.03587,            0.016284,           0.0023872,           0.0021096,           0.0021096,             0.03381
                 171,            0.047634,            0.023306,           0.0027535,             0.84334,             0.96345,             0.89156,              0.3949,             0.04823,            0.016472,           0.0023266,           0.0020893,           0.0020893,            0.033389
                 172,            0.050576,            0.022387,           0.0034128,             0.90717,             0.96305,               0.945,             0.50395,            0.040788,            0.016243,           0.0023721,           0.0020689,           0.0020689,            0.032969
                 173,            0.040677,            0.024314,           0.0038731,             0.97407,             0.96949,             0.98304,             0.58214,            0.033006,            0.016233,           0.0023791,           0.0020484,           0.0020484,            0.032548
                 174,            0.040803,             0.02682,           0.0029463,             0.85933,             0.95209,             0.92135,             0.48644,             0.03828,            0.016096,           0.0022961,           0.0020277,           0.0020277,            0.032128
                 175,            0.044161,            0.025072,           0.0033197,             0.97791,             0.96195,              0.9815,             0.59386,              0.0323,            0.016007,            0.002276,            0.002007,            0.002007,            0.031707
                 176,            0.035988,            0.019953,           0.0027126,             0.98143,             0.96307,             0.98787,             0.58816,             0.03217,            0.015802,           0.0022139,           0.0019863,           0.0019863,            0.031286
                 177,            0.038947,            0.028571,           0.0028065,              0.9765,             0.89604,             0.96785,             0.46642,            0.039571,            0.016006,           0.0021813,           0.0019654,           0.0019654,            0.030865
                 178,            0.042229,            0.026274,           0.0027968,             0.93608,             0.95111,             0.97794,             0.56613,              0.0342,            0.015773,           0.0022241,           0.0019445,           0.0019445,            0.030445
                 179,            0.039677,            0.022167,           0.0032423,             0.94232,              0.9694,             0.98487,             0.54216,            0.032536,            0.015737,           0.0022031,           0.0019236,           0.0019236,            0.030024
                 180,            0.047536,            0.021116,           0.0055615,             0.91666,             0.91505,              0.9553,             0.46788,            0.041678,            0.015872,           0.0021429,           0.0019026,           0.0019026,            0.029603
                 181,            0.050961,            0.022624,           0.0031616,             0.83516,             0.93385,             0.92863,             0.52748,            0.035905,            0.015744,           0.0021899,           0.0018817,           0.0018817,            0.029182
                 182,            0.038302,            0.026068,           0.0030138,             0.90596,             0.97326,             0.97747,             0.57414,            0.034391,            0.015863,           0.0022011,           0.0018607,           0.0018607,            0.028761
                 183,            0.047292,            0.020948,           0.0031419,             0.86634,              0.9516,             0.92947,             0.45691,            0.042023,            0.016103,            0.002174,           0.0018397,           0.0018397,             0.02834
                 184,            0.048911,            0.023445,           0.0032054,             0.91421,             0.93921,             0.96518,             0.57117,            0.035156,            0.015866,           0.0022247,           0.0018187,           0.0018187,            0.027919
                 185,            0.038548,            0.021045,            0.003316,             0.97762,             0.97601,             0.98021,             0.62755,             0.03001,            0.015572,           0.0022135,           0.0017977,           0.0017977,            0.027498
                 186,            0.039387,            0.022821,           0.0035829,             0.93528,             0.92691,             0.96469,             0.50789,            0.036923,            0.015732,           0.0021934,           0.0017768,           0.0017768,            0.027077
                 187,            0.045047,            0.021679,           0.0046777,             0.90725,             0.98148,             0.96313,             0.60789,            0.031142,            0.015389,           0.0021497,           0.0017559,           0.0017559,            0.026656
                 188,            0.036891,            0.022914,           0.0027687,               0.929,             0.96296,             0.96825,             0.59981,            0.032447,            0.015389,           0.0021516,           0.0017351,           0.0017351,            0.026235
                 189,            0.039978,             0.02674,           0.0024667,             0.87319,             0.94161,             0.93827,             0.49833,            0.040827,            0.015691,           0.0021132,           0.0017143,           0.0017143,            0.025814
                 190,            0.046477,              0.0267,           0.0039126,              0.9207,             0.95077,              0.9695,             0.58529,            0.034813,            0.015421,           0.0021511,           0.0016936,           0.0016936,            0.025394
                 191,             0.03591,            0.022111,           0.0025269,             0.96872,             0.98148,             0.98627,             0.61232,            0.030798,            0.015355,           0.0021813,            0.001673,            0.001673,            0.024973
                 192,            0.038782,            0.024411,           0.0024907,             0.88889,             0.94494,             0.95902,             0.55585,            0.035409,            0.015452,           0.0021514,           0.0016525,           0.0016525,            0.024552
                 193,            0.041872,            0.024719,           0.0037541,             0.98158,             0.98148,             0.99344,             0.64408,            0.028636,            0.015094,           0.0021609,            0.001632,            0.001632,            0.024132
                 194,            0.032411,            0.020399,           0.0028845,             0.98527,             0.98135,             0.99373,             0.64789,            0.028911,            0.015007,           0.0021366,           0.0016118,           0.0016118,            0.023712
                 195,            0.035961,            0.020868,           0.0026755,              0.9996,             0.96654,             0.99336,              0.5808,            0.033724,             0.01527,           0.0021202,           0.0015916,           0.0015916,            0.023292
                 196,            0.037944,            0.038288,           0.0027248,             0.98674,             0.98127,             0.99388,             0.63111,            0.028918,            0.014948,           0.0021195,           0.0015716,           0.0015716,            0.022872
                 197,             0.03533,            0.023896,           0.0043423,             0.98813,             0.97519,             0.99327,             0.64628,            0.028251,            0.014957,            0.002121,           0.0015517,           0.0015517,            0.022452
                 198,            0.035116,             0.02535,             0.00326,             0.94992,             0.98148,             0.98866,              0.5999,            0.032529,            0.015131,            0.002105,            0.001532,            0.001532,            0.022032
                 199,            0.038172,            0.024685,           0.0039667,             0.99189,             0.98148,             0.99401,             0.66244,             0.02808,            0.014808,           0.0020864,           0.0015125,           0.0015125,            0.021612
                 200,            0.031201,            0.018434,           0.0019585,             0.99456,             0.97418,             0.99395,             0.65963,            0.027828,            0.014773,           0.0020693,           0.0014931,           0.0014931,            0.021193
                 201,            0.033817,            0.022534,           0.0029357,             0.92523,             0.97317,             0.97752,             0.61814,            0.031148,            0.014961,           0.0020484,            0.001474,            0.001474,            0.020774
                 202,             0.03502,            0.026942,           0.0028523,             0.98229,             0.97514,             0.99078,             0.65855,            0.028933,            0.014735,           0.0020326,            0.001455,            0.001455,            0.020355
                 203,            0.032437,            0.021593,           0.0026499,             0.99332,             0.97523,             0.99314,             0.68109,            0.027924,            0.014674,           0.0020127,           0.0014363,           0.0014363,            0.019936
                 204,            0.037394,            0.020519,           0.0025422,             0.97573,             0.97481,             0.99118,             0.53923,            0.038401,            0.015433,           0.0019524,           0.0014178,           0.0014178,            0.019518
                 205,            0.045116,            0.023465,           0.0046096,             0.98164,             0.97704,             0.99177,              0.6068,            0.031547,            0.014936,            0.001994,           0.0013995,           0.0013995,              0.0191
                 206,            0.035423,            0.018456,           0.0030805,             0.99343,              0.9814,             0.99387,             0.67926,            0.027912,            0.014708,           0.0020107,           0.0013815,           0.0013815,            0.018682
                 207,             0.03516,            0.023144,           0.0026995,              0.9837,             0.98142,             0.99123,             0.64336,            0.030337,            0.014933,           0.0020117,           0.0013638,           0.0013638,            0.018264
                 208,             0.03866,            0.020705,           0.0029733,              0.9944,             0.98144,             0.99396,             0.65908,            0.028819,             0.01465,           0.0019741,           0.0013463,           0.0013463,            0.017846
                 209,            0.036922,            0.028022,           0.0026707,             0.99366,             0.97893,             0.99035,              0.6376,            0.029027,            0.014739,           0.0019881,           0.0013291,           0.0013291,            0.017429
                 210,            0.041495,            0.019962,           0.0022257,             0.99794,             0.98148,             0.99381,             0.61025,            0.032273,            0.014909,           0.0019565,           0.0013122,           0.0013122,            0.017012
                 211,            0.035286,            0.019491,           0.0026959,             0.99995,             0.98118,             0.98969,             0.67888,            0.027272,            0.014592,           0.0019863,           0.0012956,           0.0012956,            0.016596
                 212,            0.034034,            0.020227,           0.0028963,             0.99888,             0.98134,             0.98957,             0.65635,             0.02789,            0.014653,           0.0019833,           0.0012794,           0.0012794,            0.016179
                 213,            0.032298,            0.021404,           0.0033633,              0.9943,             0.98135,             0.99407,             0.66492,            0.027795,            0.014572,            0.001974,           0.0012634,           0.0012634,            0.015763
                 214,            0.035669,            0.023531,            0.002961,             0.99427,              0.9814,             0.99392,             0.67356,            0.026592,            0.014513,            0.001982,           0.0012478,           0.0012478,            0.015348
                 215,              0.0327,            0.019906,           0.0027521,             0.98724,             0.98148,             0.99121,             0.67515,            0.026178,            0.014398,           0.0019594,           0.0012326,           0.0012326,            0.014933
                 216,            0.033561,            0.026444,           0.0028362,                   1,             0.97008,             0.99366,             0.67661,            0.026835,            0.014416,           0.0019478,           0.0012177,           0.0012177,            0.014518
                 217,            0.034867,            0.021731,           0.0042698,                   1,             0.97049,             0.99102,             0.67498,            0.026474,            0.014299,           0.0019232,           0.0012032,           0.0012032,            0.014103
                 218,            0.033532,            0.018433,           0.0031248,                   1,             0.97025,             0.99106,             0.67972,            0.026566,            0.014284,           0.0019146,           0.0011891,           0.0011891,            0.013689
                 219,            0.032647,            0.020017,           0.0038338,                   1,             0.97235,             0.98942,             0.67648,            0.026184,            0.014209,           0.0019062,           0.0011754,           0.0011754,            0.013275
                 220,            0.033568,            0.021477,           0.0029403,              0.9942,             0.97433,             0.99129,             0.68914,             0.02591,             0.01413,           0.0018944,            0.001162,            0.001162,            0.012862
                 221,            0.031193,            0.025638,           0.0023984,                   1,             0.97305,             0.98959,             0.69021,            0.026374,            0.014142,           0.0018902,           0.0011491,           0.0011491,            0.012449
                 222,            0.032283,            0.024469,           0.0028486,             0.99683,             0.98148,             0.98959,             0.67475,              0.0271,            0.014175,           0.0018718,           0.0011366,           0.0011366,            0.012037
                 223,            0.035379,             0.01934,           0.0038623,                   1,             0.97537,             0.99123,              0.6696,            0.027243,            0.014224,           0.0018928,           0.0011246,           0.0011246,            0.011625
                 224,            0.033651,            0.027462,           0.0023789,                   1,             0.97492,             0.99107,             0.66462,            0.027566,            0.014143,           0.0018685,            0.001113,            0.001113,            0.011213
                 225,            0.032837,            0.027972,           0.0033177,             0.99293,             0.98136,              0.9938,             0.69364,            0.025581,            0.013932,           0.0018796,           0.0011019,           0.0011019,            0.010802
                 226,            0.031766,            0.024709,            0.002534,             0.99258,             0.98137,             0.99385,             0.69946,            0.025393,            0.013877,           0.0018711,           0.0010912,           0.0010912,            0.010391
                 227,            0.034916,            0.018418,           0.0037312,             0.99671,             0.98141,              0.9938,             0.70056,            0.025692,            0.013892,           0.0018661,            0.001081,            0.001081,            0.009981
                 228,            0.033448,            0.022903,           0.0025196,             0.99851,             0.97531,             0.99374,             0.69906,            0.025269,            0.013873,           0.0018658,           0.0010714,           0.0010714,           0.0095714
                 229,            0.028449,            0.018629,           0.0025448,             0.99856,             0.97531,             0.99364,             0.69984,            0.025427,            0.013885,           0.0018662,           0.0010622,           0.0010622,           0.0091622
                 230,             0.03227,            0.018288,            0.003158,             0.99837,             0.97531,             0.98932,             0.70938,            0.025157,            0.013885,            0.001864,           0.0010535,           0.0010535,           0.0087535
                 231,            0.036089,            0.019354,           0.0023765,             0.99815,             0.97529,             0.98932,             0.67996,             0.02684,            0.014069,           0.0018409,           0.0010453,           0.0010453,           0.0083453
                 232,            0.031728,            0.021298,           0.0026662,             0.99819,             0.97531,             0.98932,             0.70368,            0.025449,            0.013943,           0.0018449,           0.0010377,           0.0010377,           0.0079377
                 233,            0.032794,            0.020467,           0.0030596,              0.9976,             0.97459,             0.98932,             0.70709,            0.024973,             0.01384,           0.0018197,           0.0010306,           0.0010306,           0.0075306
                 234,            0.032948,            0.021214,           0.0029021,              0.9893,             0.98148,             0.98924,              0.6761,            0.027423,            0.014103,           0.0018249,           0.0010241,           0.0010241,           0.0071241
                 235,             0.03327,            0.022818,           0.0027053,             0.98904,             0.98146,             0.98902,             0.68361,            0.026371,            0.013926,           0.0017797,           0.0010182,           0.0010182,           0.0067182
                 236,            0.030737,            0.023159,           0.0021334,             0.98996,             0.98148,             0.98912,             0.68831,            0.026139,            0.013888,           0.0017885,           0.0010128,           0.0010128,           0.0063128
                 237,            0.029662,            0.019704,           0.0016642,             0.98974,             0.98148,             0.98912,             0.68938,             0.02532,            0.013718,           0.0017655,            0.001008,            0.001008,            0.005908
                 238,            0.031788,            0.023915,           0.0029049,             0.99623,             0.98141,             0.98954,             0.70284,            0.024848,            0.013685,           0.0017611,           0.0010038,           0.0010038,           0.0055038
                 239,            0.035007,            0.020246,           0.0044437,             0.99027,             0.98145,             0.98918,             0.70194,            0.024816,            0.013671,           0.0017447,           0.0010002,           0.0010002,           0.0051002
                 240,            0.028987,            0.022827,           0.0020578,                0.99,             0.98145,             0.98924,             0.69558,            0.024768,            0.013659,           0.0017394,          0.00099717,          0.00099717,           0.0046972
                 241,            0.030035,            0.020913,           0.0026804,             0.99545,             0.98139,              0.9896,             0.67196,            0.026555,             0.01384,           0.0017338,           0.0009948,           0.0009948,           0.0042948
                 242,             0.03455,            0.020502,           0.0030749,             0.98786,              0.9814,              0.9893,              0.6968,             0.02543,            0.013612,           0.0017174,          0.00099306,          0.00099306,           0.0038931
                 243,            0.031765,            0.023886,            0.002525,             0.99422,             0.98144,              0.9896,             0.69386,            0.025539,             0.01366,           0.0017275,          0.00099196,          0.00099196,            0.003492
                 244,            0.030839,            0.018364,           0.0024174,             0.98702,             0.98146,             0.99357,             0.70179,            0.024612,            0.013431,           0.0017137,          0.00099152,          0.00099152,           0.0030915
                 245,            0.033957,            0.018203,           0.0062449,             0.99994,              0.9731,              0.9938,             0.70918,            0.024643,            0.013387,           0.0017112,          0.00099173,          0.00099173,           0.0026917
                 246,            0.029763,            0.018847,           0.0021188,                   1,             0.97315,             0.99385,             0.71389,            0.024132,            0.013356,           0.0017184,          0.00099261,          0.00099261,           0.0022926
                 247,            0.030202,            0.020571,           0.0023108,             0.99343,             0.97525,             0.99379,             0.71772,            0.024326,            0.013356,           0.0017262,          0.00099417,          0.00099417,           0.0018942
                 248,            0.030022,            0.021284,           0.0026552,                   1,              0.9708,             0.99363,             0.71156,            0.024322,            0.013369,           0.0017085,          0.00099641,          0.00099641,           0.0014964
                 249,            0.029398,            0.023156,            0.002444,                   1,             0.96991,             0.99358,             0.70265,            0.025165,            0.013431,           0.0017089,          0.00099935,          0.00099935,           0.0010994
